SR-CODE,NAME,Semester,Course,ILO1,ILO2,ILO3,ILO4
22-20539,Rafael Ramos,4,Engineering Data Analysis,71.7,66.6,60.0,70.0
22-20539,Rafael Ramos,4,Differential Equations,86.8,62.9,63.9,70.4
22-20539,Rafael Ramos,4,Object Oriented Programming,76.8,79.8,71.1,64.4
22-20539,Rafael Ramos,4,Advanced Engineering Mathematics for CpE,73.5,60.0,62.8,71.6
22-20539,Rafael Ramos,4,Cognate/Elective Course 1,84.3,83.2,74.4,60.0
22-20539,Rafael Ramos,4,Electronic Circuits: Devices and Analysis,70.1,79.6,78.5,73.2
22-20539,Rafael Ramos,4,Basic Occupational Health and Safety,73.9,65.2,69.8,66.4
22-20539,Rafael Ramos,4,Numerical Methods,84.3,74.0,69.8,66.3
22-20539,Rafael Ramos,4,Kontekstwalisadong Komunikasyon sa Filipino,77.7,76.8,65.7,60.0
22-20539,Rafael Ramos,5,Logic Circuits and Design,82.1,61.8,78.6,60.0
22-20539,Rafael Ramos,5,Data Structures and Algorithms,73.6,80.6,71.7,60.0
22-20539,Rafael Ramos,5,"Introduction to Networks, Data and Digital Communications (CISCO 1)",79.7,75.2,70.4,64.1
22-20539,Rafael Ramos,5,Fundamentals of Mixed Signals and Sensors,73.7,68.2,83.3,63.6
22-20539,Rafael Ramos,5,Feedback and Control Systems,72.7,69.4,80.3,60.0
22-20539,Rafael Ramos,5,Introduction to HDL,76.1,70.3,60.2,60.1
22-20539,Rafael Ramos,5,Research Methods,77.2,67.9,71.6,76.6
22-20539,Rafael Ramos,5,Filipino sa Iba't Ibang Disiplina,76.3,64.3,65.0,64.6
22-20539,Rafael Ramos,6,Microprocessors,71.8,72.6,70.6,75.4
22-20539,Rafael Ramos,6,Software Design,77.1,67.9,78.6,75.4
22-20539,Rafael Ramos,6,Routing and Switching (CISCO 2),78.5,73.3,75.4,66.6
22-20539,Rafael Ramos,6,Digital Signal Processing,62.6,76.0,75.0,74.6
22-20539,Rafael Ramos,6,Emerging Technologies in CpE,72.7,76.2,73.2,68.4
22-20539,Rafael Ramos,6,CpE Practice and Design 1,76.0,73.3,71.3,70.7
22-20539,Rafael Ramos,6,Cognate/Elective Course 2,84.4,70.3,70.7,65.3
22-20539,Rafael Ramos,7,Scaling Networks (CISCO 3),73.7,65.1,71.9,70.7
22-20539,Rafael Ramos,7,Operating Systems,76.2,74.7,74.2,76.3
22-20539,Rafael Ramos,7,Computer Architecture and Organization,71.4,64.7,68.2,76.3
22-20539,Rafael Ramos,7,Computer Engineering Drafting and Design,66.9,75.6,75.7,60.0
22-20539,Rafael Ramos,7,Connecting Networks and Security (CISCO 4),79.6,78.4,70.1,64.0
22-20539,Rafael Ramos,7,Embedded Systems,70.4,69.7,66.9,62.1
22-20539,Rafael Ramos,7,Seminars and Fieldtrips,73.2,80.2,62.7,60.0
22-20539,Rafael Ramos,7,Manufacturing and Quality Control,81.2,70.5,66.4,64.4
22-20539,Rafael Ramos,7,Cognate/Elective Course 3 (Data Mining / AI Track),78.4,71.7,74.7,62.1
22-20539,Rafael Ramos,7,ASEAN Literature,73.5,60.0,77.1,65.2
22-20539,Rafael Ramos,8,Technopreneurship,79.3,75.9,73.3,66.2
22-20539,Rafael Ramos,8,On-the-Job Training,77.6,67.3,63.0,65.7
22-20539,Rafael Ramos,8,CpE Practice and Design 2,71.2,81.6,72.3,62.0
22-74909,Isabel Santos,1,Introduction to Engineering,76.4,76.4,72.1,70.3
22-74909,Isabel Santos,1,Understanding the Self,78.4,67.3,60.0,66.4
22-74909,Isabel Santos,1,Mathematics in the Modern World,78.2,70.4,77.0,65.5
22-74909,Isabel Santos,1,Readings in Philippine History,86.1,82.6,78.8,61.4
22-74909,Isabel Santos,1,Purposive Communication,78.1,83.0,74.2,72.0
22-74909,Isabel Santos,1,Differential Calculus,66.5,84.1,64.8,60.0
22-74909,Isabel Santos,1,General Chemistry,72.7,60.0,63.1,81.2
22-74909,Isabel Santos,1,Computer Programming 1,76.7,68.0,73.6,64.1
22-74909,Isabel Santos,2,Engineering Drawing,85.4,72.5,76.2,63.7
22-74909,Isabel Santos,2,Contemporary World,93.6,78.7,71.7,66.9
22-74909,Isabel Santos,2,Art Appreciation,74.7,71.1,67.8,78.7
22-74909,Isabel Santos,2,"Science, Technology and Society",74.7,62.9,65.5,74.2
22-74909,Isabel Santos,2,Integral Calculus,73.3,71.8,76.6,61.2
22-74909,Isabel Santos,2,Physics 1,78.6,68.6,73.0,63.5
22-74909,Isabel Santos,3,Life and Works of Rizal,76.5,80.6,77.0,67.6
22-74909,Isabel Santos,3,Ethics,75.2,85.2,76.1,66.3
22-74909,Isabel Santos,3,Modern Biology,70.9,78.7,70.3,64.8
22-74909,Isabel Santos,3,Computer Engineering as a Discipline,78.7,77.7,72.2,75.9
22-74909,Isabel Santos,3,Programming Logic and Design,86.5,79.8,81.7,69.5
22-74909,Isabel Santos,3,Discrete Mathematics,78.9,78.6,75.7,71.3
22-74909,Isabel Santos,3,Fundamentals of Electrical Engineering,84.0,89.5,71.3,69.6
22-74909,Isabel Santos,3,Computer-Aided Design,78.9,75.6,62.7,78.8
22-74909,Isabel Santos,4,Engineering Economics,71.8,76.7,64.0,72.4
22-74909,Isabel Santos,4,Engineering Data Analysis,70.1,65.7,70.7,61.6
22-74909,Isabel Santos,4,Differential Equations,71.4,73.6,74.4,60.9
22-74909,Isabel Santos,4,Object Oriented Programming,73.0,76.7,76.7,78.3
22-74909,Isabel Santos,4,Advanced Engineering Mathematics for CpE,68.4,70.7,76.6,77.7
22-74909,Isabel Santos,4,Cognate/Elective Course 1,73.0,72.2,75.7,66.0
22-74909,Isabel Santos,4,Electronic Circuits: Devices and Analysis,75.6,79.3,83.9,62.7
22-74909,Isabel Santos,4,Basic Occupational Health and Safety,87.0,72.2,74.6,78.2
22-74909,Isabel Santos,4,Numerical Methods,76.8,70.8,73.9,64.8
22-74909,Isabel Santos,4,Kontekstwalisadong Komunikasyon sa Filipino,81.1,74.4,77.7,60.3
22-74909,Isabel Santos,5,Logic Circuits and Design,74.1,69.3,74.2,61.4
22-74909,Isabel Santos,5,Data Structures and Algorithms,74.8,69.9,82.3,63.5
22-74909,Isabel Santos,5,"Introduction to Networks, Data and Digital Communications (CISCO 1)",71.2,78.1,83.6,68.8
22-74909,Isabel Santos,5,Fundamentals of Mixed Signals and Sensors,80.0,85.5,79.9,73.1
22-74909,Isabel Santos,5,Feedback and Control Systems,71.3,75.3,61.4,62.1
22-74909,Isabel Santos,5,Introduction to HDL,88.8,85.6,77.2,60.0
22-74909,Isabel Santos,5,Research Methods,70.7,71.6,71.5,61.1
22-74909,Isabel Santos,5,Filipino sa Iba't Ibang Disiplina,76.5,86.3,74.9,69.9
22-74909,Isabel Santos,6,Microprocessors,74.1,68.0,67.2,60.5
22-74909,Isabel Santos,6,Software Design,79.4,78.9,67.6,70.4
22-74909,Isabel Santos,6,Routing and Switching (CISCO 2),87.8,88.3,78.1,68.4
22-74909,Isabel Santos,6,Digital Signal Processing,79.2,80.7,60.0,74.7
22-74909,Isabel Santos,6,Emerging Technologies in CpE,75.7,73.4,71.3,71.4
22-74909,Isabel Santos,6,CpE Practice and Design 1,71.3,73.9,75.7,69.9
22-74909,Isabel Santos,6,Cognate/Elective Course 2,81.2,74.6,77.6,75.8
22-74909,Isabel Santos,7,Scaling Networks (CISCO 3),84.9,79.2,79.1,74.7
22-74909,Isabel Santos,7,Operating Systems,95.0,83.9,72.9,64.0
22-74909,Isabel Santos,7,Computer Architecture and Organization,78.6,75.8,77.7,66.4
22-74909,Isabel Santos,7,Computer Engineering Drafting and Design,87.4,69.5,64.8,69.8
22-74909,Isabel Santos,7,Connecting Networks and Security (CISCO 4),73.9,69.0,69.6,64.9
22-74909,Isabel Santos,7,Embedded Systems,80.3,74.1,71.4,70.5
22-74909,Isabel Santos,7,Seminars and Fieldtrips,84.1,84.5,73.4,70.0
22-74909,Isabel Santos,7,Manufacturing and Quality Control,79.1,80.7,76.9,78.5
22-74909,Isabel Santos,7,Cognate/Elective Course 3 (Data Mining / AI Track),67.6,75.2,75.5,69.3
22-74909,Isabel Santos,7,ASEAN Literature,72.4,67.9,77.4,64.1
22-74909,Isabel Santos,8,Technopreneurship,67.5,80.8,75.3,67.9
22-74909,Isabel Santos,8,On-the-Job Training,72.5,75.0,79.8,60.0
22-74909,Isabel Santos,8,CpE Practice and Design 2,68.6,71.9,72.4,65.7
22-17893,Juan Reyes,1,Introduction to Engineering,83.5,83.8,75.7,73.4
22-17893,Juan Reyes,1,Understanding the Self,81.3,77.3,66.3,63.9
22-17893,Juan Reyes,1,Mathematics in the Modern World,72.7,77.5,76.5,62.4
22-17893,Juan Reyes,1,Readings in Philippine History,80.1,72.0,67.6,66.3
22-17893,Juan Reyes,1,Purposive Communication,72.9,80.9,73.1,75.0
22-17893,Juan Reyes,1,Differential Calculus,78.1,75.9,86.4,61.4
22-17893,Juan Reyes,1,General Chemistry,88.5,88.3,79.7,69.1
22-17893,Juan Reyes,1,Computer Programming 1,86.9,74.1,68.6,66.6
22-17893,Juan Reyes,2,Engineering Drawing,76.3,71.7,80.8,65.5
22-17893,Juan Reyes,2,Contemporary World,79.5,68.6,74.2,63.1
22-17893,Juan Reyes,2,Art Appreciation,72.6,76.6,80.4,72.7
22-17893,Juan Reyes,2,"Science, Technology and Society",82.7,76.5,72.0,74.8
22-17893,Juan Reyes,2,Integral Calculus,77.4,83.4,82.6,66.1
22-17893,Juan Reyes,2,Physics 1,76.6,75.1,66.3,68.3
22-17893,Juan Reyes,3,Life and Works of Rizal,87.4,71.0,82.0,67.5
22-17893,Juan Reyes,3,Ethics,92.3,73.2,73.2,64.6
22-17893,Juan Reyes,3,Modern Biology,76.7,86.4,78.0,77.3
22-17893,Juan Reyes,3,Computer Engineering as a Discipline,71.7,81.2,68.2,62.1
22-17893,Juan Reyes,3,Programming Logic and Design,79.8,77.4,73.2,73.3
22-17893,Juan Reyes,3,Discrete Mathematics,86.0,87.2,68.0,80.1
22-17893,Juan Reyes,3,Fundamentals of Electrical Engineering,91.0,75.1,64.1,61.9
22-17893,Juan Reyes,3,Computer-Aided Design,77.0,89.4,74.3,66.5
22-17893,Juan Reyes,4,Engineering Economics,75.5,69.3,79.3,69.5
22-17893,Juan Reyes,4,Engineering Data Analysis,93.4,82.1,80.1,69.7
22-17893,Juan Reyes,4,Differential Equations,74.3,73.1,66.9,76.6
22-17893,Juan Reyes,4,Object Oriented Programming,76.1,81.7,73.7,67.2
22-17893,Juan Reyes,4,Advanced Engineering Mathematics for CpE,73.8,80.2,73.8,76.5
22-17893,Juan Reyes,4,Cognate/Elective Course 1,74.1,79.7,82.7,70.6
22-17893,Juan Reyes,4,Electronic Circuits: Devices and Analysis,84.4,80.8,85.5,72.4
22-17893,Juan Reyes,4,Basic Occupational Health and Safety,83.8,77.0,69.4,62.8
22-17893,Juan Reyes,4,Numerical Methods,88.4,72.3,79.6,73.6
22-17893,Juan Reyes,4,Kontekstwalisadong Komunikasyon sa Filipino,85.1,74.2,69.3,72.3
22-17893,Juan Reyes,5,Logic Circuits and Design,78.0,70.0,85.8,65.4
22-17893,Juan Reyes,5,Data Structures and Algorithms,72.4,74.6,80.4,60.0
22-17893,Juan Reyes,5,"Introduction to Networks, Data and Digital Communications (CISCO 1)",85.4,70.5,74.5,64.9
22-17893,Juan Reyes,5,Fundamentals of Mixed Signals and Sensors,91.7,78.1,69.9,68.4
22-17893,Juan Reyes,5,Feedback and Control Systems,81.3,79.4,77.8,71.1
22-17893,Juan Reyes,5,Introduction to HDL,71.5,75.3,77.8,66.1
22-17893,Juan Reyes,5,Research Methods,83.7,77.4,72.8,77.2
22-17893,Juan Reyes,5,Filipino sa Iba't Ibang Disiplina,69.2,73.2,81.5,81.1
22-17893,Juan Reyes,6,Microprocessors,93.4,77.6,76.9,75.1
22-17893,Juan Reyes,6,Software Design,86.0,77.9,78.4,71.7
22-17893,Juan Reyes,6,Routing and Switching (CISCO 2),81.5,70.5,70.9,65.8
22-17893,Juan Reyes,6,Digital Signal Processing,73.7,68.5,72.6,69.5
22-17893,Juan Reyes,6,Emerging Technologies in CpE,79.0,79.4,74.0,67.4
22-17893,Juan Reyes,6,CpE Practice and Design 1,74.1,82.5,73.4,67.5
22-17893,Juan Reyes,6,Cognate/Elective Course 2,77.3,71.6,69.7,65.6
22-17893,Juan Reyes,7,Scaling Networks (CISCO 3),76.6,80.0,75.3,78.2
22-17893,Juan Reyes,7,Operating Systems,85.6,87.8,76.2,72.2
22-17893,Juan Reyes,7,Computer Architecture and Organization,76.8,82.3,70.2,61.3
22-17893,Juan Reyes,7,Computer Engineering Drafting and Design,88.9,69.8,76.8,64.9
22-17893,Juan Reyes,7,Connecting Networks and Security (CISCO 4),85.1,83.6,76.1,76.4
22-17893,Juan Reyes,7,Embedded Systems,79.8,90.7,78.6,64.8
22-17893,Juan Reyes,7,Seminars and Fieldtrips,80.1,76.3,72.6,60.1
22-17893,Juan Reyes,7,Manufacturing and Quality Control,82.1,69.0,60.0,68.1
22-17893,Juan Reyes,7,Cognate/Elective Course 3 (Data Mining / AI Track),73.8,70.8,60.0,63.9
22-17893,Juan Reyes,7,ASEAN Literature,78.6,73.4,76.4,78.4
22-17893,Juan Reyes,8,Technopreneurship,82.7,83.4,80.7,64.0
22-17893,Juan Reyes,8,On-the-Job Training,82.3,83.2,71.4,65.3
22-17893,Juan Reyes,8,CpE Practice and Design 2,82.8,68.4,67.5,66.1
22-53936,Rosa Santos,1,Introduction to Engineering,83.0,79.2,80.9,65.2
22-53936,Rosa Santos,1,Understanding the Self,74.5,81.1,69.9,67.1
22-53936,Rosa Santos,1,Mathematics in the Modern World,68.2,78.7,83.0,63.7
22-53936,Rosa Santos,1,Readings in Philippine History,86.5,77.6,64.1,65.3
22-53936,Rosa Santos,1,Purposive Communication,74.6,76.0,77.2,81.8
22-53936,Rosa Santos,1,Differential Calculus,70.8,74.1,68.4,62.2
22-53936,Rosa Santos,1,General Chemistry,79.9,77.0,62.9,69.9
22-53936,Rosa Santos,1,Computer Programming 1,73.7,78.6,82.9,74.0
22-53936,Rosa Santos,2,Engineering Drawing,81.8,75.1,75.5,74.4
22-53936,Rosa Santos,2,Contemporary World,83.1,77.3,76.0,62.8
22-53936,Rosa Santos,2,Art Appreciation,75.9,82.2,79.8,71.3
22-53936,Rosa Santos,2,"Science, Technology and Society",89.2,81.0,73.3,63.4
22-53936,Rosa Santos,2,Integral Calculus,88.0,81.6,84.6,82.8
22-53936,Rosa Santos,2,Physics 1,71.6,69.3,60.0,75.3
22-53936,Rosa Santos,3,Life and Works of Rizal,84.3,78.5,67.4,70.2
22-53936,Rosa Santos,3,Ethics,81.5,82.6,76.4,74.7
22-53936,Rosa Santos,3,Modern Biology,78.6,84.1,77.6,62.7
22-53936,Rosa Santos,3,Computer Engineering as a Discipline,88.7,85.3,77.5,72.4
22-53936,Rosa Santos,3,Programming Logic and Design,90.9,68.8,82.8,68.4
22-53936,Rosa Santos,3,Discrete Mathematics,85.9,77.7,66.3,66.9
22-53936,Rosa Santos,3,Fundamentals of Electrical Engineering,86.8,77.0,71.3,67.3
22-53936,Rosa Santos,3,Computer-Aided Design,84.6,88.8,62.2,87.8
22-53936,Rosa Santos,4,Engineering Economics,81.6,81.4,72.1,70.7
22-53936,Rosa Santos,4,Engineering Data Analysis,80.5,70.7,69.0,76.9
22-53936,Rosa Santos,4,Differential Equations,70.0,79.6,71.6,64.1
22-53936,Rosa Santos,4,Object Oriented Programming,92.8,72.8,68.5,70.1
22-53936,Rosa Santos,4,Advanced Engineering Mathematics for CpE,74.7,77.0,74.7,71.2
22-53936,Rosa Santos,4,Cognate/Elective Course 1,80.2,74.3,79.2,70.6
22-53936,Rosa Santos,4,Electronic Circuits: Devices and Analysis,77.7,87.2,74.3,77.6
22-53936,Rosa Santos,4,Basic Occupational Health and Safety,87.7,85.7,78.9,70.7
22-53936,Rosa Santos,4,Numerical Methods,79.0,75.5,60.8,74.1
22-53936,Rosa Santos,4,Kontekstwalisadong Komunikasyon sa Filipino,81.8,82.9,74.0,74.7
22-53936,Rosa Santos,5,Logic Circuits and Design,72.4,71.3,60.2,70.2
22-53936,Rosa Santos,5,Data Structures and Algorithms,76.3,73.1,77.3,68.7
22-53936,Rosa Santos,5,"Introduction to Networks, Data and Digital Communications (CISCO 1)",72.4,93.8,75.1,64.8
22-53936,Rosa Santos,5,Fundamentals of Mixed Signals and Sensors,76.7,77.2,74.0,78.8
22-53936,Rosa Santos,5,Feedback and Control Systems,78.9,88.1,71.2,72.4
22-53936,Rosa Santos,5,Introduction to HDL,86.8,85.5,82.9,69.4
22-53936,Rosa Santos,5,Research Methods,80.3,63.1,73.5,77.3
22-53936,Rosa Santos,5,Filipino sa Iba't Ibang Disiplina,85.7,77.4,84.9,68.4
22-53936,Rosa Santos,6,Microprocessors,76.4,75.5,68.3,74.8
22-53936,Rosa Santos,6,Software Design,82.7,82.2,72.8,70.9
22-53936,Rosa Santos,6,Routing and Switching (CISCO 2),67.9,80.8,75.9,64.7
22-53936,Rosa Santos,6,Digital Signal Processing,78.7,75.4,84.4,63.5
22-53936,Rosa Santos,6,Emerging Technologies in CpE,83.0,72.0,72.0,72.9
22-53936,Rosa Santos,6,CpE Practice and Design 1,79.1,77.9,76.7,67.7
22-53936,Rosa Santos,6,Cognate/Elective Course 2,86.3,76.7,74.7,73.4
22-53936,Rosa Santos,7,Scaling Networks (CISCO 3),82.3,82.4,77.2,74.1
22-53936,Rosa Santos,7,Operating Systems,79.0,72.1,66.7,61.2
22-53936,Rosa Santos,7,Computer Architecture and Organization,91.3,65.0,82.2,66.1
22-53936,Rosa Santos,7,Computer Engineering Drafting and Design,87.8,65.1,73.6,79.7
22-53936,Rosa Santos,7,Connecting Networks and Security (CISCO 4),85.3,76.5,63.7,63.3
22-53936,Rosa Santos,7,Embedded Systems,89.0,76.2,74.6,72.7
22-53936,Rosa Santos,7,Seminars and Fieldtrips,72.5,80.4,72.2,72.5
22-53936,Rosa Santos,7,Manufacturing and Quality Control,77.2,68.8,72.5,74.9
22-53936,Rosa Santos,7,Cognate/Elective Course 3 (Data Mining / AI Track),83.3,78.7,80.7,70.0
22-53936,Rosa Santos,7,ASEAN Literature,80.7,75.1,80.5,72.5
22-53936,Rosa Santos,8,Technopreneurship,77.0,69.0,81.4,66.2
22-53936,Rosa Santos,8,On-the-Job Training,80.8,92.1,79.5,80.4
22-53936,Rosa Santos,8,CpE Practice and Design 2,77.1,84.4,74.9,72.9
22-69207,Mia Cruz,1,Introduction to Engineering,92.5,76.3,74.9,65.3
22-69207,Mia Cruz,1,Understanding the Self,85.7,74.6,80.9,60.9
22-69207,Mia Cruz,1,Mathematics in the Modern World,83.7,74.1,79.1,70.7
22-69207,Mia Cruz,1,Readings in Philippine History,77.2,75.7,69.7,75.8
22-69207,Mia Cruz,1,Purposive Communication,74.1,76.4,76.8,80.4
22-69207,Mia Cruz,1,Differential Calculus,80.3,76.5,76.4,60.0
22-69207,Mia Cruz,1,General Chemistry,73.2,75.7,70.5,61.1
22-69207,Mia Cruz,1,Computer Programming 1,86.7,80.7,76.7,67.6
22-69207,Mia Cruz,2,Engineering Drawing,79.7,80.0,72.1,72.4
22-69207,Mia Cruz,2,Contemporary World,75.6,78.6,81.6,78.1
22-69207,Mia Cruz,2,Art Appreciation,88.4,79.7,75.0,68.1
22-69207,Mia Cruz,2,"Science, Technology and Society",69.6,69.9,73.8,70.1
22-69207,Mia Cruz,2,Integral Calculus,88.9,85.9,70.6,75.7
22-69207,Mia Cruz,2,Physics 1,77.5,82.1,79.6,78.2
22-69207,Mia Cruz,3,Life and Works of Rizal,77.4,84.1,63.5,78.5
22-69207,Mia Cruz,3,Ethics,80.2,78.0,62.5,68.4
22-69207,Mia Cruz,3,Modern Biology,88.5,75.4,79.0,71.0
22-69207,Mia Cruz,3,Computer Engineering as a Discipline,86.8,79.1,69.2,71.1
22-69207,Mia Cruz,3,Programming Logic and Design,91.2,82.1,75.1,85.3
22-69207,Mia Cruz,3,Discrete Mathematics,87.3,82.9,76.7,75.1
22-69207,Mia Cruz,3,Fundamentals of Electrical Engineering,83.8,63.8,76.1,68.8
22-69207,Mia Cruz,3,Computer-Aided Design,76.2,75.7,64.4,60.0
22-69207,Mia Cruz,4,Engineering Economics,87.9,80.8,60.3,67.3
22-69207,Mia Cruz,4,Engineering Data Analysis,85.7,76.3,82.2,77.0
22-69207,Mia Cruz,4,Differential Equations,72.3,77.1,72.1,62.4
22-69207,Mia Cruz,4,Object Oriented Programming,72.8,74.3,72.0,73.5
22-69207,Mia Cruz,4,Advanced Engineering Mathematics for CpE,86.7,81.1,79.3,69.1
22-69207,Mia Cruz,4,Cognate/Elective Course 1,85.2,78.2,73.2,83.1
22-69207,Mia Cruz,4,Electronic Circuits: Devices and Analysis,65.3,65.6,76.0,68.1
22-69207,Mia Cruz,4,Basic Occupational Health and Safety,71.8,71.7,69.2,76.1
22-69207,Mia Cruz,4,Numerical Methods,87.7,87.8,65.2,62.5
22-69207,Mia Cruz,4,Kontekstwalisadong Komunikasyon sa Filipino,71.8,85.7,77.3,71.2
22-69207,Mia Cruz,5,Logic Circuits and Design,80.6,76.5,67.0,72.8
22-69207,Mia Cruz,5,Data Structures and Algorithms,80.4,71.9,79.3,69.2
22-69207,Mia Cruz,5,"Introduction to Networks, Data and Digital Communications (CISCO 1)",82.9,78.4,81.2,73.1
22-69207,Mia Cruz,5,Fundamentals of Mixed Signals and Sensors,73.9,78.8,75.8,72.8
22-69207,Mia Cruz,5,Feedback and Control Systems,86.6,74.3,78.8,60.4
22-69207,Mia Cruz,5,Introduction to HDL,78.5,75.2,82.4,68.8
22-69207,Mia Cruz,5,Research Methods,84.0,67.4,72.7,65.7
22-69207,Mia Cruz,5,Filipino sa Iba't Ibang Disiplina,95.3,74.0,75.2,71.5
22-69207,Mia Cruz,6,Microprocessors,69.7,73.7,76.1,70.3
22-69207,Mia Cruz,6,Software Design,67.8,75.7,82.0,75.3
22-69207,Mia Cruz,6,Routing and Switching (CISCO 2),88.9,73.2,83.5,71.5
22-69207,Mia Cruz,6,Digital Signal Processing,89.9,78.0,62.5,75.8
22-69207,Mia Cruz,6,Emerging Technologies in CpE,78.9,76.8,67.1,81.5
22-69207,Mia Cruz,6,CpE Practice and Design 1,77.3,87.4,72.2,65.2
22-69207,Mia Cruz,6,Cognate/Elective Course 2,89.5,78.7,75.5,64.1
22-69207,Mia Cruz,7,Scaling Networks (CISCO 3),78.8,81.7,68.0,68.5
22-69207,Mia Cruz,7,Operating Systems,79.0,79.5,84.7,70.0
22-69207,Mia Cruz,7,Computer Architecture and Organization,75.1,93.3,71.1,68.6
22-69207,Mia Cruz,7,Computer Engineering Drafting and Design,77.1,75.2,74.2,75.3
22-69207,Mia Cruz,7,Connecting Networks and Security (CISCO 4),84.0,85.6,82.1,73.0
22-69207,Mia Cruz,7,Embedded Systems,81.5,83.5,67.0,84.7
22-69207,Mia Cruz,7,Seminars and Fieldtrips,77.3,75.9,67.5,63.7
22-69207,Mia Cruz,7,Manufacturing and Quality Control,85.1,90.5,70.3,71.8
22-69207,Mia Cruz,7,Cognate/Elective Course 3 (Data Mining / AI Track),82.9,85.1,89.2,80.9
22-69207,Mia Cruz,7,ASEAN Literature,79.0,81.2,78.5,70.6
22-69207,Mia Cruz,8,Technopreneurship,73.8,73.2,81.7,78.3
22-69207,Mia Cruz,8,On-the-Job Training,79.2,79.6,82.0,60.5
22-69207,Mia Cruz,8,CpE Practice and Design 2,77.7,90.1,76.6,64.0
22-75592,Maria Garcia,1,Introduction to Engineering,78.1,81.2,60.0,69.2
22-75592,Maria Garcia,1,Understanding the Self,75.1,65.2,72.5,67.3
22-75592,Maria Garcia,1,Mathematics in the Modern World,75.4,71.2,64.1,60.0
22-75592,Maria Garcia,1,Readings in Philippine History,73.2,80.2,73.4,67.7
22-75592,Maria Garcia,1,Purposive Communication,71.1,72.8,76.4,71.1
22-75592,Maria Garcia,1,Differential Calculus,72.7,60.0,66.2,63.6
22-75592,Maria Garcia,1,General Chemistry,70.1,70.8,75.1,66.2
22-75592,Maria Garcia,1,Computer Programming 1,86.6,69.2,73.1,60.0
22-75592,Maria Garcia,2,Engineering Drawing,73.5,67.5,78.4,69.4
22-75592,Maria Garcia,2,Contemporary World,83.5,72.5,65.8,61.8
22-75592,Maria Garcia,2,Art Appreciation,79.0,85.9,74.4,65.8
22-75592,Maria Garcia,2,"Science, Technology and Society",76.3,74.9,84.1,75.5
22-75592,Maria Garcia,2,Integral Calculus,77.1,73.9,72.0,69.4
22-75592,Maria Garcia,2,Physics 1,73.0,68.2,76.4,66.6
22-75592,Maria Garcia,3,Life and Works of Rizal,83.1,84.9,75.1,70.2
22-75592,Maria Garcia,3,Ethics,96.6,76.3,65.4,66.4
22-75592,Maria Garcia,3,Modern Biology,84.8,65.5,65.7,73.1
22-75592,Maria Garcia,3,Computer Engineering as a Discipline,75.8,74.4,78.4,63.8
22-75592,Maria Garcia,3,Programming Logic and Design,71.8,69.9,78.5,72.5
22-75592,Maria Garcia,3,Discrete Mathematics,71.4,66.3,68.6,73.2
22-75592,Maria Garcia,3,Fundamentals of Electrical Engineering,71.0,69.8,63.6,64.7
22-75592,Maria Garcia,3,Computer-Aided Design,78.0,86.4,72.0,66.6
22-75592,Maria Garcia,4,Engineering Economics,82.6,79.2,68.5,81.9
22-75592,Maria Garcia,4,Engineering Data Analysis,75.4,74.7,73.5,68.5
22-75592,Maria Garcia,4,Differential Equations,84.7,69.7,74.9,67.4
22-75592,Maria Garcia,4,Object Oriented Programming,86.5,76.9,72.9,75.3
22-75592,Maria Garcia,4,Advanced Engineering Mathematics for CpE,77.7,68.3,78.3,70.9
22-75592,Maria Garcia,4,Cognate/Elective Course 1,80.2,75.4,77.2,74.9
22-75592,Maria Garcia,4,Electronic Circuits: Devices and Analysis,66.5,76.0,74.6,60.0
22-75592,Maria Garcia,4,Basic Occupational Health and Safety,78.6,79.2,75.5,72.9
22-75592,Maria Garcia,4,Numerical Methods,73.6,67.0,60.0,73.0
22-75592,Maria Garcia,4,Kontekstwalisadong Komunikasyon sa Filipino,81.6,82.1,67.6,72.9
22-75592,Maria Garcia,5,Logic Circuits and Design,67.0,68.5,71.5,70.9
22-75592,Maria Garcia,5,Data Structures and Algorithms,90.7,76.8,69.8,65.4
22-75592,Maria Garcia,5,"Introduction to Networks, Data and Digital Communications (CISCO 1)",76.5,91.5,79.5,77.6
22-75592,Maria Garcia,5,Fundamentals of Mixed Signals and Sensors,74.6,73.7,74.9,63.9
22-75592,Maria Garcia,5,Feedback and Control Systems,73.8,69.2,67.5,66.7
22-75592,Maria Garcia,5,Introduction to HDL,71.1,75.5,72.4,65.8
22-75592,Maria Garcia,5,Research Methods,72.4,75.7,68.9,68.4
22-75592,Maria Garcia,5,Filipino sa Iba't Ibang Disiplina,84.0,67.5,85.0,67.7
22-75592,Maria Garcia,6,Microprocessors,78.5,69.2,77.5,66.1
22-75592,Maria Garcia,6,Software Design,78.3,74.7,73.4,73.5
22-75592,Maria Garcia,6,Routing and Switching (CISCO 2),81.7,78.0,70.7,66.3
22-75592,Maria Garcia,6,Digital Signal Processing,72.8,76.0,74.2,71.2
22-75592,Maria Garcia,6,Emerging Technologies in CpE,80.6,80.5,74.0,60.5
22-75592,Maria Garcia,6,CpE Practice and Design 1,76.1,72.8,65.7,64.7
22-75592,Maria Garcia,6,Cognate/Elective Course 2,81.4,71.4,70.7,80.2
22-75592,Maria Garcia,7,Scaling Networks (CISCO 3),71.0,77.1,68.0,66.4
22-75592,Maria Garcia,7,Operating Systems,79.4,72.3,78.4,79.1
